-180.273, -173.308, 13.581, 32.118
-180.258, -174.212, 13.539, 32.185
-180.244, -175.113, 13.498, 32.252
-180.229, -176.011, 13.458, 32.319
-180.214, -176.906, 13.417, 32.386
-180.197, -177.799, 13.377, 32.453
-180.179, -178.689, 13.335, 32.520
-180.158, -179.576, 13.293, 32.587
-180.135, -180.460, 13.249, 32.654
-180.107, -181.341, 13.205, 32.721
-180.075, -182.219, 13.161, 32.788
-180.039, -183.093, 13.116, 32.855
-179.998, -183.965, 13.071, 32.922
-179.951, -184.833, 13.027, 32.989
-179.896, -185.698, 12.982, 33.056
-179.834, -186.559, 12.939, 33.123
-179.764, -187.417, 12.896, 33.190
-179.686, -188.271, 12.855, 33.257
-179.600, -189.122, 12.815, 33.324
-179.505, -189.969, 12.774, 33.391
-179.401, -190.812, 12.734, 33.458
-179.286, -191.652, 12.694, 33.525
-179.162, -192.487, 12.653, 33.592
-179.029, -193.318, 12.615, 33.659
-178.887, -194.145, 12.575, 33.726
-178.735, -194.967, 12.535, 33.793
-178.574, -195.785, 12.494, 33.860
-178.402, -196.598, 12.453, 33.927
-178.221, -197.406, 12.416, 33.994
-178.031, -198.211, 12.397, 34.061
-177.833, -199.013, 12.404, 34.128
-177.626, -199.816, 12.445, 34.195
-177.409, -200.620, 12.517, 34.262
-177.181, -201.427, 12.614, 34.329
-176.943, -202.239, 12.730, 34.396
-176.695, -203.057, 12.861, 34.463
-176.436, -203.881, 13.006, 34.530
-176.168, -204.713, 13.156, 34.597
-175.889, -205.552, 13.305, 34.664
-175.600, -206.397, 13.444, 34.731
-175.301, -207.247, 13.571, 34.798
-174.993, -208.103, 13.681, 34.865
-174.675, -208.961, 13.774, 34.932
-174.347, -209.822, 13.850, 34.999
-174.012, -210.685, 13.913, 35.066
-173.667, -211.548, 13.968, 35.133
-173.315, -212.411, 14.021, 35.200
-172.954, -213.276, 14.076, 35.267
-172.585, -214.141, 14.138, 35.334
-172.210, -215.009, 14.212, 35.401
-171.826, -215.879, 14.297, 35.468
-171.435, -216.752, 14.394, 35.535
-171.036, -217.630, 14.501, 35.602
-170.629, -218.512, 14.617, 35.669
-170.213, -219.399, 14.737, 35.736
-169.789, -220.292, 14.860, 35.803
-169.356, -221.188, 14.982, 35.870
-168.915, -222.090, 15.100, 35.937
-168.465, -222.996, 15.213, 36.004
-168.007, -223.906, 15.319, 36.071
-167.542, -224.820, 15.419, 36.138
-167.069, -225.737, 15.513, 36.205
-166.589, -226.657, 15.603, 36.272
-166.102, -227.580, 15.690, 36.339
-165.608, -228.506, 15.777, 36.406
-165.107, -229.435, 15.865, 36.473
-164.600, -230.367, 15.957, 36.540
-164.086, -231.303, 16.053, 36.607
-163.564, -232.242, 16.155, 36.674
-163.037, -233.186, 16.262, 36.741
-162.502, -234.135, 16.375, 36.808
-161.961, -235.088, 16.491, 36.875
